AGNO;RBD;DGV_RBD;NOM_RBD;COD_REG_RBD;NOM_REG_RBD_A;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;ESTADO_ESTAB;DC_A;HH_A;DC_UTP;HH_UTP;DC_PDIR;HH_PDIR;DC_DIR;HH_DIR;DC_OES;HH_OES;DC_OF;HH_OF;DC_JUTP;HH_JUTP;DC_IG;HH_IG;DC_OR;HH_OR;DC_DIR_SOST;HH_DIR_SOST;DC_TP_SOST;HH_TP_SOST;DC_SUP_SOST;HH_SUP_SOST;DC_SUBDIR;HH_SUBDIR;DC_PROF_ENC;HH_PROF_ENC;DC_EDUC_TRAD;HH_EDUC_TRAD;DC_TOT;HH_TOT
2021;10606;2;COLEGIO GETSEMANI;13;RM;134;13401;SAN BERNARDO;132;SANTIAGO SUR;3;2;0;1;25;953;1;44;0;0;1;44;1;20;0;0;0;0;1;44;0;0;0;0;0;0;2;88;0;0;0;0;0;0;31;1193
2021;10607;0;COLEGIO DOMINGO EYZAGUIRRE;13;RM;134;13401;SAN BERNARDO;132;SANTIAGO SUR;3;2;0;1;46;1703;3;132;2;84;1;44;7;268;0;0;0;0;2;88;1;44;0;0;1;44;0;0;0;0;0;0;0;0;63;2407
2021;10608;9;COLEGIO SUPERIOR DEL MAIPO;13;RM;134;13401;SAN BERNARDO;132;SANTIAGO SUR;3;2;0;1;47;1817;2;88;1;44;1;44;5;206;0;0;2;88;3;132;1;44;0;0;0;0;0;0;1;44;0;0;0;0;63;2507
2021;10610;0;COLEGIO SAN JOSE;13;RM;134;13401;SAN BERNARDO;132;SANTIAGO SUR;3;2;0;1;38;1534;1;44;1;44;1;44;1;30;0;0;1;44;1;44;1;35;0;0;4;176;0;0;0;0;0;0;0;0;49;1995
2021;10611;9;COLEGIO AMERICAN ACADEMY;13;RM;134;13401;SAN BERNARDO;132;SANTIAGO SUR;4;3;0;1;46;1623;1;44;9;396;1;44;3;110;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;2261
2021;10614;3;LICEO COMERCIAL GABRIELA MISTRAL;13;RM;134;13401;SAN BERNARDO;132;SANTIAGO SUR;3;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;10615;1;COLEGIO  INGLES ISAAC NEWTON;13;RM;134;13401;SAN BERNARDO;132;SANTIAGO SUR;4;3;0;1;24;813;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;945
2021;10618;6;INSTITUTO SAN PABLO MISIONERO;13;RM;134;13401;SAN BERNARDO;132;SANTIAGO SUR;3;2;0;1;105;3970;2;88;5;216;1;44;0;0;0;0;1;44;1;44;1;41;0;0;0;0;0;0;0;0;0;0;0;0;116;4447
2021;10619;4;ESCUELA PARTICULAR JOSE MIGUEL CARRERA;13;RM;131;13105;EL BOSQUE;132;SANTIAGO SUR;3;2;0;1;17;513;0;0;3;118;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;0;0;22;719
2021;10621;6;ESCUELA JOSÉ ABELARDO NÚÑEZ N°2;13;RM;134;13401;SAN BERNARDO;132;SANTIAGO SUR;3;2;0;1;53;2062;1;44;0;0;1;44;18;776;0;0;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;74;2970
2021;10622;4;ESCUELA PARTICULAR MARVIT SCHOOL;13;RM;131;13105;EL BOSQUE;132;SANTIAGO SUR;3;2;0;1;19;583;1;44;0;0;1;44;2;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;755
2021;10623;2;ESCUELA DIFERENCIAL JUAN SANDOVAL;13;RM;131;13105;EL BOSQUE;132;SANTIAGO SUR;3;2;0;1;13;443;0;0;0;0;1;44;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;1;44;0;0;0;0;16;575
2021;10625;9;ESCUELA PARTICULAR MARIA MEDIANERA;13;RM;131;13105;EL BOSQUE;132;SANTIAGO SUR;3;2;0;1;42;1583;1;41;0;0;1;44;2;84;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;1796
2021;10626;7;COLEGIO JUAN BAUTISTA DURAN;13;RM;131;13105;EL BOSQUE;132;SANTIAGO SUR;3;2;0;1;28;794;1;44;0;0;1;44;1;15;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;34;1029
2021;10628;3;COLEGIO ARAGON;13;RM;134;13401;SAN BERNARDO;132;SANTIAGO SUR;3;2;0;1;16;519;0;0;2;80;1;44;0;0;0;0;1;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;683
2021;10629;1;ESCUELA PARTICULAR EL BOSQUE;13;RM;131;13105;EL BOSQUE;132;SANTIAGO SUR;3;2;0;1;17;475;0;0;0;0;1;44;0;0;0;0;1;44;1;44;0;0;0;0;0;0;0;0;1;14;0;0;0;0;21;621
2021;10631;3;COLEGIO QUILLAHUE SAN BERNARDO;13;RM;134;13401;SAN BERNARDO;132;SANTIAGO SUR;3;2;0;1;15;568;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;612
2021;10632;1;CENTRO EDUC. DENVER COLORADO SCHOOL;13;RM;131;13105;EL BOSQUE;132;SANTIAGO SUR;3;2;0;1;26;844;0;0;2;88;1;44;3;70;0;0;2;88;1;44;0;0;0;0;1;30;0;0;0;0;0;0;0;0;36;1208
2021;10634;8;COLEGIO INMACULADA CONCEPCION;13;RM;134;13401;SAN BERNARDO;132;SANTIAGO SUR;4;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;10635;6;INSTITUTO SAGRADO CORAZON;13;RM;134;13401;SAN BERNARDO;132;SANTIAGO SUR;4;3;0;1;58;2283;2;88;2;88;1;44;2;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;2587
2021;10636;4;COLEGIO EUCLIDES;13;RM;134;13401;SAN BERNARDO;132;SANTIAGO SUR;4;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;10638;0;LICEO 131;13;RM;134;13402;BUIN;132;SANTIAGO SUR;1;1;0;1;136;5497;5;216;0;0;1;44;7;286;0;0;2;88;4;176;2;88;0;0;0;0;0;0;0;0;0;0;0;0;157;6395
2021;10639;9;ESCUELA RAYEN MAPU;13;RM;134;13402;BUIN;132;SANTIAGO SUR;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;10640;2;COLEGIO DE MAIPO;13;RM;134;13402;BUIN;132;SANTIAGO SUR;1;1;0;1;24;921;0;0;0;0;1;44;6;264;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;1317
2021;10641;0;LICEO ALTO JAHUEL;13;RM;134;13402;BUIN;132;SANTIAGO SUR;1;1;0;1;45;1804;1;44;1;44;1;44;7;303;0;0;1;44;1;44;0;0;0;0;1;44;0;0;0;0;0;0;0;0;58;2371
2021;10642;9;LICEO POLIVALENTE LOS GUINDOS;13;RM;134;13402;BUIN;132;SANTIAGO SUR;1;1;1;1;20;732;0;0;0;0;1;44;2;69;0;0;2;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;933
2021;10643;7;ESCUELA VILLASECA;13;RM;134;13402;BUIN;132;SANTIAGO SUR;1;1;0;1;20;760;0;0;0;0;1;44;4;162;0;0;0;0;1;44;0;0;0;0;1;44;0;0;0;0;0;0;0;0;27;1054
2021;10645;3;LICEO FRANCISCO JAVIER KRUGGER ALVARADO;13;RM;134;13402;BUIN;132;SANTIAGO SUR;1;1;0;1;39;1597;2;88;0;0;1;44;4;176;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;1993
2021;10646;1;ESCUELA VALDIVIA DE PAINE;13;RM;134;13402;BUIN;132;SANTIAGO SUR;1;1;0;1;24;960;0;0;0;0;1;44;9;326;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;1374
2021;10648;8;ESCUELA LO SALINAS;13;RM;134;13402;BUIN;132;SANTIAGO SUR;1;1;1;1;14;458;0;0;0;0;1;44;6;239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;741
2021;10649;6;ESCUELA HUMBERTO MORENO RAMIREZ;13;RM;134;13402;BUIN;132;SANTIAGO SUR;1;1;1;1;22;788;0;0;0;0;1;44;2;88;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;1008
2021;10651;8;ESCUELA LOS ROSALES DEL BAJO;13;RM;134;13402;BUIN;132;SANTIAGO SUR;1;1;1;1;34;1422;0;0;0;0;1;44;4;172;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;42;1770
2021;10652;6;ESCUELA VILUCO;13;RM;134;13402;BUIN;132;SANTIAGO SUR;1;1;1;1;17;648;0;0;0;0;1;44;3;126;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;862
2021;10654;2;ESCUELA ANDRES PUIG FERRER;13;RM;134;13402;BUIN;132;SANTIAGO SUR;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;10655;0;ESCUELA ESPECIAL DEFIC MENTAL CAMPOSANO;13;RM;134;13402;BUIN;132;SANTIAGO SUR;1;1;1;1;12;496;0;0;0;0;1;44;4;174;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;758
2021;10656;9;ESCUELA BASICA G-N°813 LOS AROMOS DE EL RECURSO;13;RM;134;13402;BUIN;132;SANTIAGO SUR;1;1;1;1;21;772;0;0;0;0;1;44;3;103;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;963
2021;10657;7;ESCUELA DE QUINTA DE MAIPO;13;RM;134;13402;BUIN;132;SANTIAGO SUR;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;10658;5;LICEO POLIVALENTE MODERNO CARDENAL CARO;13;RM;134;13402;BUIN;132;SANTIAGO SUR;3;2;0;1;112;4279;0;0;3;132;1;44;9;358;0;0;3;132;2;88;1;38;0;0;0;0;0;0;0;0;0;0;0;0;131;5071
2021;10659;3;ESC. ESP. TALLERES PRE-VOCACIONALES DIFERENCI;13;RM;134;13402;BUIN;132;SANTIAGO SUR;3;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;10660;7;ESCUELA HOGAR REHABILITACION DON ORIONE;13;RM;134;13402;BUIN;132;SANTIAGO SUR;3;2;1;1;6;188;0;0;0;0;1;40;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;231
2021;10661;5;CENTRO DE EDUC.ESPECIAL HNO.BERNARDO;13;RM;134;13402;BUIN;132;SANTIAGO SUR;3;2;0;1;6;230;0;0;0;0;1;44;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;318
2021;10662;3;COLEGIO SAINT MARY COLLEGE;13;RM;134;13402;BUIN;132;SANTIAGO SUR;3;2;0;1;19;652;2;88;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;828
2021;10663;1;CENTRO EDUC. ENRIQUE BERNSTEIN CARABANTE;13;RM;134;13404;PAINE;132;SANTIAGO SUR;2;1;0;1;51;1946;3;132;1;44;1;44;5;190;0;0;1;44;2;88;0;0;1;44;0;0;1;44;0;0;0;0;0;0;66;2576
2021;10665;8;ESCUELA ALEMANIA;13;RM;134;13404;PAINE;132;SANTIAGO SUR;2;1;0;1;19;747;1;44;1;44;1;44;3;115;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;1038
2021;10666;6;LICEO POLIVALENTE GREGORIO MORALES MIRANDA;13;RM;134;13404;PAINE;132;SANTIAGO SUR;2;1;0;1;52;2126;4;172;1;44;1;44;0;0;0;0;1;44;1;44;1;30;0;0;0;0;0;0;1;44;0;0;0;0;62;2548
2021;10667;4;LICEO  MARIA CARVAJAL FUENZALIDA;13;RM;134;13404;PAINE;132;SANTIAGO SUR;2;1;1;1;41;1484;2;50;1;44;1;44;0;0;0;0;1;44;1;44;1;44;0;0;2;76;0;0;0;0;0;0;0;0;50;1830
2021;10668;2;ESCUELA ELIAS SANCHEZ ORTUZAR;13;RM;134;13404;PAINE;132;SANTIAGO SUR;2;1;1;1;17;624;0;0;0;0;1;44;7;286;1;44;1;44;0;0;0;0;0;0;1;44;0;0;0;0;0;0;0;0;28;1086
2021;10669;0;ESCUELA  BARBARA KAST RIST;13;RM;134;13404;PAINE;132;SANTIAGO SUR;2;1;1;1;33;1330;0;0;3;132;1;44;0;0;0;0;0;0;0;0;1;40;0;0;0;0;0;0;0;0;0;0;0;0;38;1546
2021;10670;4;ESCUELA RAUL SANCHEZ CERDA;13;RM;134;13404;PAINE;132;SANTIAGO SUR;2;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;10671;2;ESCUELA CARMEN REVECO NUNEZ;13;RM;134;13404;PAINE;132;SANTIAGO SUR;2;1;0;1;17;713;2;88;1;44;1;44;1;39;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1016
2021;10672;0;COLEGIO  CHALLAY;13;RM;134;13404;PAINE;132;SANTIAGO SUR;2;1;1;1;15;587;0;0;0;0;1;44;3;118;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;793
2021;10673;9;ESCUELA BASICA F-N°835 HERMANOS SANCHEZ CERDA;13;RM;134;13404;PAINE;132;SANTIAGO SUR;2;1;1;1;25;960;0;0;0;0;1;44;1;30;0;0;1;44;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;29;1122
2021;10674;7;ESCUELA SENDERO DE CULITRIN;13;RM;134;13404;PAINE;132;SANTIAGO SUR;2;1;1;1;21;798;0;0;1;44;1;44;3;132;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;1062
2021;10675;5;ESCUELA  LAS COLONIAS;13;RM;134;13404;PAINE;132;SANTIAGO SUR;2;1;1;1;20;734;0;0;0;0;1;44;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;822
2021;10676;3;ESCUELA BASICA G-N°830 FRANCISCO LETELIER VALDES;13;RM;134;13404;PAINE;132;SANTIAGO SUR;2;1;1;1;19;747;0;0;1;44;1;44;1;30;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;909
2021;10677;1;ESCUELA BASICA G N°831 JAVIER EYZAGUIRRE ECHAURREN;13;RM;134;13404;PAINE;132;SANTIAGO SUR;2;1;1;1;16;585;2;88;0;0;1;44;3;122;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;24;927
2021;10679;8;ESCUELA  BASICA G-N°832 AGUILA SUR;13;RM;134;13404;PAINE;132;SANTIAGO SUR;2;1;1;1;17;649;0;0;0;0;1;44;5;213;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;950
2021;10680;1;ESCUELA HUGO PINO VILCHEZ;13;RM;134;13404;PAINE;132;SANTIAGO SUR;2;1;0;1;21;856;3;132;0;0;1;44;4;162;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;1238
2021;10682;8;ESCUELA;13;RM;134;13404;PAINE;132;SANTIAGO SUR;2;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;10683;6;LICEO REINA PAOLA DE BELGICA;13;RM;134;13404;PAINE;132;SANTIAGO SUR;3;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;10684;4;ESCUELA PARTICULAR ESPECIAL LAS CAMELIAS;13;RM;134;13404;PAINE;132;SANTIAGO SUR;3;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;10685;2;COLEGIO PART. MARIA ANA MOGAS;13;RM;134;13404;PAINE;132;SANTIAGO SUR;3;2;0;1;48;1455;1;40;1;44;1;44;3;75;0;0;0;0;2;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;1718
2021;10686;0;LICEO MUNICIPAL POETISA GABRIELA MISTRAL;13;RM;134;13403;CALERA DE TANGO;132;SANTIAGO SUR;1;1;1;1;53;1891;1;44;1;44;1;44;3;114;2;88;1;44;1;44;2;88;0;0;0;0;0;0;0;0;0;0;1;40;66;2441
2021;10687;9;ESCUELA BASICA F-N°798 CALERA DE TANGO;13;RM;134;13403;CALERA DE TANGO;132;SANTIAGO SUR;1;1;1;1;29;1127;0;0;3;128;1;44;8;310;1;40;1;44;0;0;1;44;0;0;0;0;0;0;0;0;0;0;1;32;45;1769
2021;10688;7;LICEO LONQUEN;13;RM;134;13403;CALERA DE TANGO;132;SANTIAGO SUR;1;1;1;1;37;1308;0;0;1;44;1;44;4;168;2;84;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;48;1780
2021;10689;5;ESCUELA EL ROTO CHILENO;13;RM;136;13601;TALAGANTE;135;TALAGANTE;1;1;0;1;20;740;0;0;1;44;1;44;2;76;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;992
2021;10692;5;ESCUELA PARTICULAR SAN IGNACIO;13;RM;134;13403;CALERA DE TANGO;132;SANTIAGO SUR;3;2;1;1;18;722;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;1;44;1;44;0;0;0;0;0;0;0;0;21;854
2021;10693;3;CENTRO DE DIAGNOSTICO;13;RM;136;13601;TALAGANTE;135;TALAGANTE;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;10694;1;ESCUELA PRESIDENTE PRIETO;13;RM;136;13601;TALAGANTE;135;TALAGANTE;1;1;0;1;5;117;0;0;0;0;1;44;1;42;0;0;1;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;243
2021;10696;8;LICEO TALAGANTE;13;RM;136;13601;TALAGANTE;135;TALAGANTE;1;1;0;1;83;2961;1;44;4;176;1;44;10;415;0;0;3;132;2;88;1;38;0;0;1;44;0;0;0;0;0;0;0;0;106;3942
2021;10697;6;LICEO POLITECNICO DE TALAGANTE;13;RM;136;13601;TALAGANTE;135;TALAGANTE;1;1;0;1;52;2054;3;132;1;44;1;44;8;350;0;0;1;44;2;88;1;44;0;0;0;0;0;0;0;0;0;0;0;0;69;2800
2021;10698;4;ESCUELA TALACANTA;13;RM;136;13601;TALAGANTE;135;TALAGANTE;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;10699;2;LICEO REPUBLICA DE GRECIA;13;RM;136;13601;TALAGANTE;135;TALAGANTE;1;1;0;1;58;2195;1;44;0;0;1;44;6;252;0;0;2;88;2;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;2711
2021;10701;8;LICEO POLIVALENTE DE TALAGANTE-ANEXO;13;RM;136;13601;TALAGANTE;135;TALAGANTE;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;10702;6;ESCUELA MANUEL RODRIGUEZ ERDOIZA;13;RM;136;13601;TALAGANTE;135;TALAGANTE;1;1;0;1;15;579;0;0;0;0;1;44;4;170;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;1;25;23;906
2021;10703;4;ESCUELA ESTRELLA DE BELEN;13;RM;136;13601;TALAGANTE;135;TALAGANTE;1;1;0;1;11;441;0;0;0;0;1;44;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;529
2021;10704;2;ESCUELA ALBORADA DE TALAGANTE;13;RM;136;13601;TALAGANTE;135;TALAGANTE;1;1;0;1;49;1939;0;0;1;44;1;44;4;160;0;0;1;44;2;88;0;0;0;0;1;40;0;0;0;0;0;0;0;0;59;2359
2021;10705;0;ESCUELA LUIS UNDURRAGA;13;RM;136;13601;TALAGANTE;135;TALAGANTE;1;1;0;1;16;588;1;44;0;0;1;44;6;251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;927
2021;10706;9;ESCUELA EL PINO VIEJO DE LONQUEN;13;RM;136;13601;TALAGANTE;135;TALAGANTE;1;1;1;1;18;674;0;0;0;0;1;44;0;0;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;806
2021;10708;5;ESCUELA BASICA SANTA MARIANA;13;RM;136;13601;TALAGANTE;135;TALAGANTE;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;10710;7;COLEGIO ALCANTARA DE TALAGANTE;13;RM;136;13601;TALAGANTE;135;TALAGANTE;3;2;0;1;41;1541;0;0;0;0;1;44;1;44;0;0;1;44;0;0;0;0;0;0;0;0;0;0;1;44;0;0;0;0;45;1717
2021;10711;5;LICEO COMERCIAL TALAGANTE;13;RM;136;13601;TALAGANTE;135;TALAGANTE;3;2;0;1;27;1122;0;0;0;0;1;44;2;82;0;0;1;44;1;44;1;44;0;0;0;0;0;0;1;44;0;0;0;0;34;1424
2021;10712;3;ESCUELA BAS. COLEGIO NACIONAL;13;RM;136;13601;TALAGANTE;135;TALAGANTE;3;2;0;1;15;406;1;44;0;0;1;44;1;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;535
2021;10713;1;COLEGIO NINO JESUS;13;RM;136;13601;TALAGANTE;135;TALAGANTE;3;2;0;1;47;1792;0;0;2;88;1;44;3;124;0;0;1;44;2;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;2180
2021;10715;8;INSTITUTO SUBTTE.LUIS CRUZ MARTINEZ;13;RM;136;13601;TALAGANTE;135;TALAGANTE;3;2;0;1;23;811;0;0;0;0;1;44;0;0;0;0;1;44;2;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;987
2021;10716;6;ESCUELA BAS. BARTOLOME BLUMENTHAL;13;RM;136;13601;TALAGANTE;135;TALAGANTE;3;2;0;1;17;588;0;0;0;0;1;40;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;716
2021;10717;4;ESCUELA TECNICA SANTA MARIA MICAELA;13;RM;136;13601;TALAGANTE;135;TALAGANTE;3;2;0;1;24;906;0;0;0;0;1;44;1;40;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;1078
2021;10719;0;INSTITUTO TALAGANTE;13;RM;136;13601;TALAGANTE;135;TALAGANTE;4;3;0;1;24;846;1;41;0;0;1;44;1;40;0;0;1;39;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;1054
2021;10720;4;COLEGIO SAGRADO CORAZON;13;RM;136;13601;TALAGANTE;135;TALAGANTE;4;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;10721;2;ENGLISH COLLEGE;13;RM;136;13601;TALAGANTE;135;TALAGANTE;3;2;0;1;66;2535;1;44;0;0;1;44;0;0;0;0;0;0;0;0;0;0;1;44;0;0;0;0;1;44;0;0;0;0;70;2711
2021;10722;0;COLEGIO TORREON;13;RM;136;13601;TALAGANTE;135;TALAGANTE;3;2;0;1;14;485;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;0;0;16;573
2021;10723;9;COLEGIO PARTICULAR INTEGRAL ARTURO PRAT;13;RM;136;13601;TALAGANTE;135;TALAGANTE;3;2;0;1;24;613;0;0;0;0;1;44;1;40;0;0;1;44;2;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;829
2021;10724;7;COLEGIO CARAMPANGUE;13;RM;136;13601;TALAGANTE;135;TALAGANTE;4;3;0;1;59;1980;4;148;3;86;1;44;5;146;0;0;1;42;3;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;2556
2021;10725;5;CENTRO EDUCACIONAL ISLA DE MAIPO;13;RM;136;13603;ISLA DE MAIPO;135;TALAGANTE;1;1;0;1;55;1895;0;0;1;44;1;44;1;42;0;0;2;88;2;88;1;44;0;0;0;0;0;0;0;0;0;0;0;0;63;2245
2021;10726;3;LICEO BICENTENARIO MARIO BERTERO CEVASCO;13;RM;136;13603;ISLA DE MAIPO;135;TALAGANTE;1;1;0;1;70;2878;2;84;3;132;1;44;3;126;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;3308
2021;10727;1;LICEO REPUBLICA DE ITALIA;13;RM;136;13603;ISLA DE MAIPO;135;TALAGANTE;1;1;0;1;64;2289;0;0;1;44;1;44;1;44;0;0;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;69;2509
2021;10729;8;ESCUELA BASICA EFRAIN MALDONADO TORRES;13;RM;136;13603;ISLA DE MAIPO;135;TALAGANTE;1;1;0;1;35;1481;0;0;0;0;1;44;1;44;0;0;1;44;2;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;1701
2021;10730;1;ESC.BASICA SAN ANTONIO DE NALTAGUA;13;RM;136;13603;ISLA DE MAIPO;135;TALAGANTE;1;1;1;1;20;818;0;0;0;0;1;44;0;0;0;0;1;44;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;23;950
2021;10732;8;ESCUELA RURAL LAS PARCELAS;13;RM;136;13603;ISLA DE MAIPO;135;TALAGANTE;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;10733;6;ESCUELA BASICA;13;RM;136;13603;ISLA DE MAIPO;135;TALAGANTE;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;10734;4;CENTRO EDUC. PART. MARIA REINA INMACULADA;13;RM;136;13603;ISLA DE MAIPO;135;TALAGANTE;3;2;0;1;57;1864;5;191;5;220;1;44;3;118;0;0;0;0;1;44;1;35;0;0;0;0;0;0;0;0;0;0;0;0;73;2516
2021;10735;2;LICEO POLIV. LUIS HUMBERTO ACOSTA GAY;13;RM;136;13602;EL MONTE;135;TALAGANTE;2;1;0;1;43;1705;0;0;0;0;1;44;1;44;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;1837
